p_useful,p_noise,p_total,rho_A0,rho_A,rho_HN,rho_EBT,tau2,w_mean,var_HN,var_A0,seed,n_builds
13,2,15,0.45243531088277217,0.4104012600315008,0.7141258531463288,0.7141258531463288,0.004391997946213103,0.17384899363026826,0.013483902827326215,0.037983650727766556,3,200
13,6,19,0.45243531088277217,0.4104012600315008,0.6763099077476937,0.6763099077476937,0.005213161861007072,0.19985702647581355,0.01294108151763491,0.037983650727766556,3,200
13,12,25,0.45243531088277217,0.4104012600315008,0.671671791794795,0.671671791794795,0.002268934084682428,0.09805149886137286,0.015065894653702293,0.037983650727766556,3,200
20,0,20,0.45243531088277217,0.4104012600315008,0.7435520888022201,0.7435520888022201,0.002515232201946851,0.10755048183124963,0.014867638583853952,0.037983650727766556,3,200
20,2,22,0.45243531088277217,0.4104012600315008,0.7259851496287408,0.7259851496287408,0.0042645494170338305,0.16966008588944517,0.0135713307539038,0.037983650727766556,3,200
20,6,26,0.45243531088277217,0.4104012600315008,0.7768949223730595,0.7768949223730595,0.003755033827041416,0.1524804589583227,0.013929891804873827,0.037983650727766556,3,200
20,12,32,0.45243531088277217,0.4104012600315008,0.7145683642091053,0.7145683642091053,0.002932058460831846,0.12317838082653737,0.0145414641034261,0.037983650727766556,3,200
0,0,0,0.38734718367959203,0.30771019275481887,0.38734718367959203,0.38734718367959203,,1.0,0.053493178058805955,0.053493178058805955,4,200
0,2,2,0.38734718367959203,0.30771019275481887,0.3905797644941124,0.3905797644941124,0.034254314836863434,0.6422917244853966,0.022163044180009583,0.053493178058805955,4,200
0,6,6,0.38734718367959203,0.30771019275481887,0.38425710642766076,0.38425710642766076,0.033931427344945184,0.6401128379373813,0.02220461097733204,0.053493178058805955,4,200
0,12,12,0.38734718367959203,0.30771019275481887,0.3837440936023401,0.3837440936023401,0.03286552190301867,0.6327276539886654,0.022345498737029724,0.053493178058805955,4,200
1,0,1,0.38734718367959203,0.30771019275481887,0.5629865746643666,0.5629865746643666,0.01794704743123451,0.48473921499288225,0.025168686321260417,0.053493178058805955,4,200
1,2,3,0.38734718367959203,0.30771019275481887,0.5123228080702019,0.5123228080702019,0.021496087897837284,0.5298104130757179,0.024308859380066133,0.053493178058805955,4,200
1,6,7,0.38734718367959203,0.30771019275481887,0.5153543838595965,0.5153543838595965,0.024419756589056606,0.5614145162507801,0.023705945312588697,0.053493178058805955,4,200
1,12,13,0.38734718367959203,0.30771019275481887,0.5026340658516464,0.5026340658516464,0.02260708969307842,0.542342303577312,0.02406978747748293,0.053493178058805955,4,200
2,0,2,0.38734718367959203,0.30771019275481887,0.5985239630990775,0.5985239630990775,0.012921428679301707,0.4038134403509187,0.02671251395917445,0.053493178058805955,4,200
2,2,4,0.38734718367959203,0.30771019275481887,0.565377634440861,0.565377634440861,0.017498655126687874,0.478422487319083,0.025289191052999264,0.053493178058805955,4,200
2,6,8,0.38734718367959203,0.30771019275481887,0.5657736443411086,0.5657736443411086,0.017037226748926274,0.4717583513031896,0.02541632332216408,0.053493178058805955,4,200
2,12,14,0.38734718367959203,0.30771019275481887,0.6081497037425936,0.6081497037425936,0.014698241051679963,0.4351769199580993,0.026114190287230096,0.053493178058805955,4,200
4,0,4,0.38734718367959203,0.30771019275481887,0.6649636240906023,0.6649636240906023,0.01156468660539988,0.37741576729024745,0.027216104532486653,0.053493178058805955,4,200
4,2,6,0.38734718367959203,0.30771019275481887,0.6517542938573465,0.6517542938573465,0.01278490016865996,0.4012587824941255,0.026761249376563767,0.053493178058805955,4,200
4,6,10,0.38734718367959203,0.30771019275481887,0.6143163579089478,0.6143163579089478,0.015007398307478794,0.4403000479012509,0.026016455955415553,0.053493178058805955,4,200
4,12,16,0.38734718367959203,0.30771019275481887,0.6619050476261907,0.6619050476261907,0.013299426013568007,0.410773947958809,0.026579727784849717,0.053493178058805955,4,200
8,0,8,0.38734718367959203,0.30771019275481887,0.6590144753618842,0.6590144753618842,0.010428078508505394,0.3534323600505899,0.02767363795878676,0.053493178058805955,4,200
8,2,10,0.38734718367959203,0.30771019275481887,0.680843021075527,0.680843021075527,0.008331640374652737,0.30397769965114974,0.028617088569993142,0.053493178058805955,4,200
8,6,14,0.38734718367959203,0.30771019275481887,0.7037080927023177,0.7037080927023177,0.00944757679279307,0.3312073551826438,0.028097626198871125,0.053493178058805955,4,200
8,12,20,0.38734718367959203,0.30771019275481887,0.693830345758644,0.693830345758644,0.007548266345253369,0.28349925230392703,0.02900775758905517,0.053493178058805955,4,200
13,0,13,0.38734718367959203,0.30771019275481887,0.686822170554264,0.686822170554264,0.01102281755961457,0.3662077855643225,0.02742992011880971,0.053493178058805955,4,200
13,2,15,0.38734718367959203,0.30771019275481887,0.7085997149928749,0.7085997149928749,0.007579531547682126,0.2843396269031149,0.028991725693924508,0.053493178058805955,4,200
